VentaCodigo,FechaVenta,ClienteCodigo,ProductoCodigo,VendedorCodigo,SucursalCodigo,Canal,Cantidad,PrecioUnitario,CostoUnitario
VTA003792,2025-06-08,CLI0034,PROD0012,VEN008,SUC008,Web,10,398400,278100
VTA003793,2025-05-27,CLI0041,PROD0044,VEN006,SUC008,Web,1,785200,596200
VTA003794,2026-02-21,CLI0037,PROD0014,VEN018,SUC002,Presencial,5,62500,43800
VTA003795,2025-08-31,CLI0013,PROD0017,VEN004,SUC010,Telefónico,12,200000,146300
VTA003796,2025-07-20,CLI0038,PROD0022,VEN007,SUC009,Telefónico,12,463400,310500
VTA003797,2025-05-30,CLI0087,PROD0022,VEN018,SUC005,Presencial,10,504900,320200
VTA003798,2026-04-05,CLI0088,PROD0050,VEN019,SUC009,Web,8,250400,201300
VTA003799,2025-02-27,CLI0035,PROD0044,VEN009,SUC001,Presencial,10,798700,597800
VTA003800,2025-07-31,CLI0049,PROD0034,VEN018,SUC002,Web,6,523000,407700
VTA003801,2026-01-30,CLI0044,PROD0026,VEN016,SUC008,Web,9,553700,388300
VTA003802,2025-05-18,CLI0055,PROD0042,VEN001,SUC003,Web,5,381400,285400
VTA003803,2025-08-29,CLI0037,PROD0045,VEN002,SUC009,Web,12,119900,92800
VTA003804,2025-12-13,CLI0063,PROD0032,VEN008,SUC003,Telefónico,4,286300,181200
VTA003805,2025-07-18,CLI0046,PROD0005,VEN018,SUC007,Web,10,424100,303200
VTA003806,2025-11-03,CLI0094,PROD0020,VEN013,SUC009,Web,6,479100,407700
VTA003807,2025-12-28,CLI0088,PROD0017,VEN015,SUC010,Telefónico,10,227700,146300
VTA003808,2025-05-16,CLI0003,PROD0037,VEN020,SUC004,Presencial,8,254600,168600
VTA003809,2025-08-01,CLI0093,PROD0010,VEN019,SUC005,Telefónico,6,334900,228100
VTA003810,2026-03-11,CLI0100,PROD0042,VEN015,SUC003,Presencial,5,358000,281700
VTA003811,2025-06-11,CLI0085,PROD0030,VEN018,SUC007,Presencial,4,589400,444200
VTA003812,2025-08-29,CLI0070,PROD0048,VEN011,SUC005,Presencial,7,20300,12900
VTA003813,2025-08-28,CLI0004,PROD0048,VEN014,SUC008,Presencial,6,19200,12900
VTA003814,2025-03-03,CLI0020,PROD0011,VEN014,SUC003,Web,12,784100,668800
VTA003815,2026-07-27,CLI0039,PROD0046,VEN005,SUC004,Presencial,10,599300,360600
VTA003816,2025-03-08,CLI0063,PROD0004,VEN004,SUC003,Web,7,352400,290000
VTA003817,2025-05-14,CLI0048,PROD0036,VEN012,SUC007,Web,3,485600,316400
VTA003818,2026-07-21,CLI0068,PROD0034,VEN009,SUC005,Web,1,523600,415800
VTA003819,2025-02-17,CLI0012,PROD0026,VEN019,SUC004,Presencial,7,538300,386300
VTA003820,2025-05-07,CLI0011,PROD0006,VEN015,SUC010,Presencial,4,258200,179800
VTA003821,2025-09-15,CLI0092,PROD0025,VEN013,SUC009,Presencial,7,73500,58700
VTA003822,2025-08-27,CLI0077,PROD0042,VEN016,SUC007,Web,1,371900,278800
VTA003823,2025-10-17,CLI0083,PROD0023,VEN001,SUC002,Telefónico,12,585800,413800
VTA003824,2026-04-08,CLI0059,PROD0030,VEN020,SUC005,Web,3,601800,451500
VTA003825,2026-01-03,CLI0083,PROD0013,VEN004,SUC006,Presencial,4,533500,405800
VTA003826,2026-06-30,CLI0015,PROD0026,VEN014,SUC003,Web,9,513000,376100
VTA003827,2026-01-19,CLI0052,PROD0016,VEN013,SUC001,Presencial,2,152300,110700
VTA003828,2025-12-01,CLI0008,PROD0041,VEN019,SUC005,Presencial,10,218700,139100
VTA003829,2025-07-07,CLI0043,PROD0041,VEN014,SUC005,Web,12,196800,137300
VTA003830,2025-12-03,CLI0014,PROD0029,VEN007,SUC002,Telefónico,12,661200,433500
VTA003831,2025-08-18,CLI0053,PROD0019,VEN016,SUC007,Telefónico,12,652000,468100
VTA003832,2025-06-03,CLI0080,PROD0049,VEN016,SUC007,Presencial,3,318600,250200
VTA003833,2025-01-04,CLI0013,PROD0040,VEN001,SUC002,Web,7,225800,149400
VTA003834,2026-04-05,CLI0098,PROD0021,VEN001,SUC002,Web,6,774400,670600
VTA003835,2025-10-08,CLI0018,PROD0019,VEN003,SUC007,Web,10,709800,474600
VTA003836,2025-12-12,CLI0057,PROD0038,VEN019,SUC009,Presencial,9,89000,60100
VTA003837,2026-03-02,CLI0028,PROD0030,VEN001,SUC005,Telefónico,2,654200,448400
VTA003838,2025-09-11,CLI0037,PROD0020,VEN020,SUC001,Web,3,522800,410400
VTA003839,2025-12-12,CLI0099,PROD0007,VEN019,SUC004,Web,9,559900,450400
VTA003840,2026-03-29,CLI0044,PROD0003,VEN015,SUC008,Web,7,86000,59400
VTA003841,2025-04-30,CLI0080,PROD0032,VEN010,SUC010,Telefónico,3,300000,183400
VTA003842,2025-04-25,CLI0036,PROD0033,VEN016,SUC002,Presencial,12,243900,171100
VTA003843,2026-03-22,CLI0002,PROD0025,VEN006,SUC001,Presencial,5,69400,60700
VTA003844,2026-06-10,CLI0090,PROD0023,VEN003,SUC007,Presencial,11,566700,407500
VTA003845,2025-07-11,CLI0024,PROD0040,VEN004,SUC010,Presencial,5,237800,148600
VTA003846,2025-03-22,CLI0085,PROD0037,VEN015,SUC006,Web,9,228600,164300
VTA003847,2025-12-21,CLI0004,PROD0007,VEN003,SUC010,Web,10,581900,459400
VTA003848,2026-02-16,CLI0039,PROD0032,VEN012,SUC003,Presencial,9,306300,179800
VTA003849,2026-06-23,CLI0036,PROD0047,VEN016,SUC006,Web,4,398500,353700
VTA003850,2026-03-18,CLI0051,PROD0015,VEN012,SUC004,Presencial,4,187400,107300
VTA003851,2025-12-04,CLI0019,PROD0038,VEN006,SUC004,Presencial,9,89300,59700
VTA003852,2026-03-24,CLI0065,PROD0031,VEN011,SUC008,Presencial,6,283300,200900
VTA003853,2026-03-30,CLI0073,PROD0003,VEN007,SUC006,Presencial,7,82800,60800
VTA003854,2026-04-11,CLI0011,PROD0003,VEN002,SUC009,Presencial,11,88700,59500
VTA003855,2025-10-26,CLI0074,PROD0025,VEN014,SUC006,Presencial,4,79200,61500
VTA003856,2026-03-02,CLI0039,PROD0033,VEN017,SUC003,Web,10,267600,168900
VTA003857,2026-01-05,CLI0038,PROD0034,VEN001,SUC004,Web,10,582600,414300
VTA003858,2026-03-23,CLI0084,PROD0029,VEN006,SUC003,Web,11,700600,431200
VTA003859,2025-01-03,CLI0071,PROD0021,VEN017,SUC008,Presencial,6,789300,654400
VTA003860,2025-08-18,CLI0003,PROD0001,VEN017,SUC010,Presencial,5,387100,243300
VTA003861,2025-09-01,CLI0094,PROD0020,VEN001,SUC007,Web,4,485800,410300
VTA003862,2025-02-14,CLI0013,PROD0044,VEN010,SUC009,Web,4,758400,593600
VTA003863,2026-04-02,CLI0009,PROD0024,VEN010,SUC004,Presencial,11,688700,577900
VTA003864,2026-02-17,CLI0025,PROD0033,VEN020,SUC009,Web,12,247200,172600
VTA003865,2025-12-22,CLI0029,PROD0038,VEN008,SUC008,Web,2,102000,60400
VTA003866,2025-12-04,CLI0037,PROD0017,VEN008,SUC010,Presencial,4,227100,145300
VTA003867,2025-06-14,CLI0043,PROD0033,VEN020,SUC007,Telefónico,2,244800,174100
VTA003868,2026-06-18,CLI0067,PROD0035,VEN001,SUC006,Web,5,733800,442300
VTA003869,2025-03-31,CLI0050,PROD0022,VEN009,SUC010,Presencial,2,474800,320300
VTA003870,2026-05-06,CLI0032,PROD0003,VEN009,SUC008,Presencial,9,84800,60300
VTA003871,2026-01-07,CLI0078,PROD0006,VEN017,SUC007,Presencial,7,285000,180500
VTA003872,2025-03-25,CLI0064,PROD0015,VEN002,SUC004,Presencial,9,169400,108500
VTA003873,2026-06-16,CLI0028,PROD0008,VEN016,SUC002,Telefónico,11,680200,383000
VTA003874,2026-03-15,CLI0074,PROD0013,VEN012,SUC010,Telefónico,2,534000,390500
VTA003875,2026-04-20,CLI0023,PROD0050,VEN017,SUC008,Presencial,9,263800,205700
VTA003876,2025-08-14,CLI0077,PROD0044,VEN016,SUC007,Presencial,6,751500,587600
VTA003877,2025-04-25,CLI0083,PROD0048,VEN012,SUC002,Presencial,4,19200,12900
VTA003878,2026-06-20,CLI0026,PROD0048,VEN014,SUC001,Web,11,18900,13200
VTA003879,2026-01-02,CLI0087,PROD0022,VEN008,SUC002,Telefónico,11,476900,312400
VTA003880,2025-12-12,CLI0039,PROD0038,VEN013,SUC003,Presencial,1,100300,59100
VTA003881,2025-12-07,CLI0080,PROD0022,VEN017,SUC009,Presencial,1,496200,315700
VTA003882,2025-01-14,CLI0067,PROD0001,VEN003,SUC008,Telefónico,9,375600,250900
VTA003883,2025-05-14,CLI0018,PROD0048,VEN008,SUC001,Web,4,19400,12900
VTA003884,2025-11-05,CLI0051,PROD0049,VEN019,SUC004,Presencial,3,350900,243000
VTA003885,2025-12-21,CLI0067,PROD0037,VEN003,SUC009,Web,10,232100,167000
VTA003886,2026-04-10,CLI0027,PROD0016,VEN008,SUC010,Web,11,147400,110300
VTA003887,2025-02-13,CLI0023,PROD0047,VEN011,SUC002,Web,1,410000,356800
VTA003888,2025-07-10,CLI0082,PROD0046,VEN015,SUC005,Presencial,2,601000,364100
VTA003889,2025-01-27,CLI0058,PROD0043,VEN005,SUC009,Presencial,4,485500,360600
VTA003890,2026-01-28,CLI0050,PROD0018,VEN019,SUC002,Telefónico,5,189700,147300
VTA003891,2025-10-29,CLI0086,PROD0038,VEN006,SUC004,Presencial,9,98400,58300
VTA003892,2025-01-04,CLI0088,PROD0027,VEN007,SUC002,Presencial,4,114700,76800
VTA003893,2025-04-21,CLI0056,PROD0005,VEN004,SUC009,Web,5,464400,302100
VTA003894,2026-07-18,CLI0059,PROD0047,VEN005,SUC001,Presencial,10,419700,364200
VTA003895,2025-01-23,CLI0073,PROD0022,VEN008,SUC001,Web,4,532300,319800
VTA003896,2026-03-16,CLI0042,PROD0045,VEN001,SUC006,Web,3,119800,91000
VTA003897,2026-06-22,CLI0037,PROD0005,VEN004,SUC002,Presencial,12,428100,306500
VTA003898,2025-09-24,CLI0005,PROD0040,VEN018,SUC002,Telefónico,8,206400,153900
VTA003899,2026-04-26,CLI0066,PROD0016,VEN007,SUC007,Presencial,8,151500,113300
VTA003900,2026-04-12,CLI0052,PROD0002,VEN018,SUC008,Web,10,439800,240300
VTA003901,2026-05-01,CLI0068,PROD0001,VEN003,SUC010,Presencial,9,430400,245300
VTA003902,2026-01-02,CLI0005,PROD0028,VEN008,SUC005,Presencial,12,470000,278000
VTA003903,2025-12-09,CLI0054,PROD0013,VEN020,SUC003,Telefónico,3,503200,409300
VTA003904,2025-12-12,CLI0052,PROD0028,VEN012,SUC004,Presencial,11,453900,269500
VTA003905,2025-04-11,CLI0028,PROD0039,VEN013,SUC002,Web,10,337500,209000
VTA003906,2025-02-19,CLI0048,PROD0030,VEN013,SUC004,Presencial,11,651600,447200
VTA003907,2025-03-03,CLI0025,PROD0027,VEN015,SUC001,Web,2,103200,76500
VTA003908,2026-02-06,CLI0025,PROD0038,VEN001,SUC001,Telefónico,10,93200,60400
VTA003909,2025-02-15,CLI0056,PROD0048,VEN013,SUC005,Web,2,20800,13200
VTA003910,2025-09-20,CLI0059,PROD0036,VEN001,SUC003,Presencial,6,503300,319600
VTA003911,2026-07-26,CLI0073,PROD0034,VEN020,SUC008,Presencial,11,536100,421700
VTA003912,2026-07-01,CLI0005,PROD0007,VEN003,SUC006,Presencial,5,584700,447200
VTA003913,2025-04-13,CLI0044,PROD0042,VEN018,SUC004,Presencial,3,374800,276400
VTA003914,2025-06-30,CLI0098,PROD0018,VEN006,SUC007,Telefónico,9,209600,149000
VTA003915,2025-10-11,CLI0096,PROD0009,VEN020,SUC007,Web,3,816900,458500
VTA003916,2025-05-08,CLI0088,PROD0028,VEN013,SUC006,Presencial,6,459700,270600
VTA003917,2025-11-14,CLI0010,PROD0046,VEN008,SUC002,Presencial,12,529400,351100
VTA003918,2025-02-28,CLI0054,PROD0005,VEN011,SUC005,Telefónico,5,423700,310900
VTA003919,2025-02-10,CLI0036,PROD0031,VEN002,SUC002,Presencial,11,268100,202200
VTA003920,2026-07-25,CLI0044,PROD0040,VEN009,SUC009,Presencial,6,214000,151900
VTA003921,2025-01-24,CLI0015,PROD0021,VEN019,SUC004,Presencial,4,783900,660300
VTA003922,2025-06-14,CLI0042,PROD0025,VEN005,SUC009,Web,9,69300,59900
VTA003923,2025-12-28,CLI0057,PROD0039,VEN013,SUC007,Web,4,303800,218000
VTA003924,2025-04-10,CLI0014,PROD0011,VEN006,SUC002,Presencial,8,825800,676700
VTA003925,2025-10-16,CLI0026,PROD0009,VEN010,SUC006,Presencial,6,765500,459400
VTA003926,2025-10-05,CLI0055,PROD0013,VEN016,SUC002,Presencial,12,517200,407500
VTA003927,2026-06-24,CLI0099,PROD0029,VEN020,SUC002,Telefónico,1,676300,425100
VTA003928,2026-01-23,CLI0044,PROD0025,VEN020,SUC005,Telefónico,1,73000,60700
VTA003929,2026-01-24,CLI0047,PROD0041,VEN007,SUC001,Presencial,6,192500,137800
VTA003930,2025-08-05,CLI0097,PROD0022,VEN009,SUC009,Presencial,12,495200,317200
VTA003931,2025-08-18,CLI0005,PROD0049,VEN015,SUC006,Web,9,357400,241700
VTA003932,2025-05-23,CLI0018,PROD0009,VEN006,SUC007,Presencial,6,764100,474400
VTA003933,2025-03-11,CLI0092,PROD0021,VEN004,SUC009,Presencial,1,834700,662500
VTA003934,2025-02-03,CLI0052,PROD0044,VEN018,SUC005,Web,6,718200,595800
VTA003935,2025-03-10,CLI0036,PROD0020,VEN011,SUC009,Web,4,503500,413100
VTA003936,2025-07-23,CLI0066,PROD0040,VEN014,SUC005,Presencial,10,221600,150600
VTA003937,2025-04-16,CLI0064,PROD0050,VEN017,SUC006,Telefónico,1,264700,208900
VTA003938,2026-02-27,CLI0042,PROD0003,VEN015,SUC007,Presencial,9,85800,60000
VTA003939,2025-03-16,CLI0087,PROD0031,VEN019,SUC009,Presencial,1,258700,200900
VTA003940,2025-11-28,CLI0008,PROD0037,VEN004,SUC005,Web,3,236700,165700
VTA003941,2025-03-01,CLI0057,PROD0005,VEN015,SUC001,Web,5,469100,297600
VTA003942,2026-05-29,CLI0028,PROD0036,VEN002,SUC005,Web,1,562300,314900
VTA003943,2025-09-26,CLI0016,PROD0021,VEN016,SUC009,Web,10,794000,670200
VTA003944,2025-07-29,CLI0007,PROD0019,VEN007,SUC009,Web,11,655000,474000
VTA003945,2025-06-26,CLI0077,PROD0014,VEN010,SUC010,Web,1,57700,43700
VTA003946,2026-03-16,CLI0065,PROD0028,VEN004,SUC005,Presencial,12,480400,280700
VTA003947,2026-02-27,CLI0020,PROD0037,VEN015,SUC003,Presencial,2,260700,168200
VTA003948,2025-10-29,CLI0039,PROD0032,VEN002,SUC006,Presencial,7,287100,184400
VTA003949,2025-02-07,CLI0050,PROD0009,VEN012,SUC009,Presencial,8,819000,461700
VTA003950,2025-01-15,CLI0042,PROD0049,VEN001,SUC003,Presencial,7,333000,250800
VTA003951,2026-04-12,CLI0016,PROD0020,VEN003,SUC003,Presencial,10,489800,412500
VTA003952,2025-08-12,CLI0083,PROD0040,VEN009,SUC002,Presencial,2,209500,148600
VTA003953,2025-05-30,CLI0097,PROD0036,VEN005,SUC007,Telefónico,5,495900,327200
VTA003954,2025-02-21,CLI0077,PROD0013,VEN004,SUC009,Web,4,537700,395800
VTA003955,2025-06-01,CLI0017,PROD0011,VEN015,SUC008,Telefónico,9,833300,669900
VTA003956,2025-12-25,CLI0058,PROD0041,VEN009,SUC007,Web,12,209000,139800
VTA003957,2025-08-31,CLI0005,PROD0038,VEN012,SUC009,Presencial,6,95700,58700
VTA003958,2025-05-31,CLI0044,PROD0012,VEN010,SUC008,Telefónico,12,435200,278600
VTA003959,2025-02-17,CLI0010,PROD0033,VEN012,SUC010,Telefónico,11,242500,172100
VTA003960,2026-02-06,CLI0033,PROD0010,VEN006,SUC008,Web,2,327700,231100
VTA003961,2025-01-01,CLI0066,PROD0006,VEN014,SUC004,Presencial,8,296700,180400
VTA003962,2026-05-26,CLI0080,PROD0018,VEN018,SUC010,Presencial,4,204300,151300
VTA003963,2025-12-31,CLI0021,PROD0015,VEN008,SUC006,Web,11,164800,109100
VTA003964,2025-03-16,CLI0039,PROD0024,VEN001,SUC004,Web,3,709900,596500
VTA003965,2026-02-17,CLI0047,PROD0040,VEN008,SUC005,Presencial,12,227100,152000
VTA003966,2025-04-26,CLI0055,PROD0037,VEN010,SUC006,Presencial,2,257700,168700
VTA003967,2026-04-19,CLI0015,PROD0050,VEN016,SUC002,Presencial,3,273100,205900
VTA003968,2026-04-05,CLI0065,PROD0025,VEN013,SUC005,Telefónico,11,70000,60600
VTA003969,2026-05-01,CLI0039,PROD0040,VEN018,SUC002,Web,9,234600,148300
VTA003970,2026-07-28,CLI0029,PROD0024,VEN001,SUC008,Presencial,6,756200,577800
VTA003971,2026-04-27,CLI0015,PROD0003,VEN002,SUC002,Telefónico,12,82700,60800
VTA003972,2025-02-26,CLI0017,PROD0010,VEN001,SUC007,Presencial,6,339300,224600
VTA003973,2025-04-13,CLI0028,PROD0004,VEN007,SUC002,Presencial,1,376300,290200
VTA003974,2026-03-29,CLI0083,PROD0034,VEN011,SUC001,Presencial,4,527100,405000
VTA003975,2026-02-14,CLI0013,PROD0002,VEN004,SUC002,Presencial,3,428900,245300
VTA003976,2025-10-09,CLI0025,PROD0046,VEN003,SUC002,Web,9,534600,349200
VTA003977,2026-05-26,CLI0039,PROD0003,VEN003,SUC002,Presencial,12,79900,61500
VTA003978,2025-06-21,CLI0053,PROD0029,VEN016,SUC003,Telefónico,2,697200,428900
VTA003979,2025-09-04,CLI0039,PROD0002,VEN007,SUC009,Telefónico,4,412100,239900
VTA003980,2025-03-25,CLI0085,PROD0043,VEN014,SUC003,Web,5,436200,352900
VTA003981,2025-10-15,CLI0013,PROD0031,VEN018,SUC005,Presencial,3,268100,199200
VTA003982,2025-11-22,CLI0079,PROD0011,VEN007,SUC005,Telefónico,8,814600,689600
VTA003983,2026-05-14,CLI0098,PROD0002,VEN009,SUC001,Web,7,438100,242100
VTA003984,2025-08-08,CLI0024,PROD0041,VEN007,SUC001,Web,3,208100,137900
VTA003985,2025-03-11,CLI0055,PROD0015,VEN013,SUC004,Presencial,1,177100,106600
VTA003986,2025-05-17,CLI0043,PROD0029,VEN008,SUC009,Web,8,726800,434700
VTA003987,2026-06-22,CLI0037,PROD0025,VEN018,SUC006,Presencial,6,68800,59600
VTA003988,2025-08-01,CLI0008,PROD0014,VEN004,SUC005,Presencial,7,56000,43600
VTA003989,2025-12-03,CLI0073,PROD0002,VEN014,SUC007,Web,11,423200,242900
VTA003990,2026-04-14,CLI0013,PROD0035,VEN012,SUC001,Web,2,671600,443900
VTA003991,2025-01-10,CLI0028,PROD0039,VEN005,SUC009,Web,8,350300,211400
VTA003992,2025-12-11,CLI0024,PROD0024,VEN018,SUC009,Presencial,12,765600,582800
VTA003993,2026-03-02,CLI0041,PROD0049,VEN017,SUC010,Web,3,343800,249500
VTA003994,2026-02-25,CLI0078,PROD0041,VEN018,SUC007,Presencial,8,210700,139900
VTA003995,2025-05-29,CLI0006,PROD0006,VEN014,SUC005,Web,9,259400,178700
VTA003996,2026-02-14,CLI0098,PROD0037,VEN005,SUC003,Web,1,237500,165100
VTA003997,2025-05-02,CLI0002,PROD0026,VEN020,SUC001,Presencial,10,548300,390600
VTA003998,2026-06-19,CLI0044,PROD0050,VEN011,SUC008,Web,9,254100,207000
VTA003999,2026-05-19,CLI0049,PROD0033,VEN017,SUC001,Web,8,245700,173300
VTA004000,2025-10-03,CLI0002,PROD0045,VEN014,SUC001,Presencial,6,116100,92900
VTA004001,2025-01-03,CLI0087,PROD0006,VEN006,SUC008,Telefónico,6,292600,186500
VTA004002,2025-01-25,CLI0008,PROD0020,VEN003,SUC006,Presencial,12,549600,416200
VTA004003,2026-05-15,CLI0010,PROD0047,VEN001,SUC001,Web,11,434900,348100
VTA004004,2026-06-06,CLI0006,PROD0031,VEN019,SUC010,Web,10,260900,203900
VTA004005,2025-12-02,CLI0031,PROD0050,VEN016,SUC002,Presencial,1,288500,204800
VTA004006,2025-11-15,CLI0072,PROD0021,VEN008,SUC003,Telefónico,10,865200,676100
VTA004007,2025-05-19,CLI0051,PROD0012,VEN011,SUC009,Web,12,396400,289800
VTA004008,2025-02-02,CLI0031,PROD0030,VEN012,SUC002,Presencial,4,587200,454300
VTA004009,2025-09-22,CLI0071,PROD0020,VEN011,SUC006,Presencial,8,496100,402300
VTA004010,2025-09-27,CLI0068,PROD0003,VEN013,SUC010,Presencial,5,85900,62100
VTA004011,2025-04-27,CLI0013,PROD0016,VEN012,SUC003,Web,6,152900,112700
VTA004012,2025-05-10,CLI0042,PROD0005,VEN004,SUC001,Web,5,409500,297400
VTA004013,2025-12-09,CLI0022,PROD0025,VEN006,SUC003,Web,12,72900,60900
VTA004014,2025-08-20,CLI0065,PROD0015,VEN006,SUC009,Presencial,1,166600,108700
VTA004015,2026-01-01,CLI0088,PROD0045,VEN016,SUC002,Web,8,129800,91700
VTA004016,2026-06-07,CLI0055,PROD0032,VEN007,SUC003,Telefónico,8,291200,180800
VTA004017,2026-06-22,CLI0055,PROD0037,VEN008,SUC004,Presencial,4,238100,169000
VTA004018,2025-09-26,CLI0017,PROD0009,VEN008,SUC007,Web,12,765500,470200
VTA004019,2026-01-28,CLI0068,PROD0027,VEN012,SUC004,Web,12,101300,75100
VTA004020,2025-07-20,CLI0051,PROD0017,VEN007,SUC005,Presencial,5,204000,145900
VTA004021,2025-10-12,CLI0069,PROD0027,VEN015,SUC007,Presencial,1,111300,78400
VTA004022,2025-07-21,CLI0070,PROD0032,VEN004,SUC004,Web,1,289400,187000
VTA004023,2025-05-04,CLI0077,PROD0049,VEN010,SUC003,Presencial,11,342200,252400
VTA004024,2025-04-06,CLI0091,PROD0023,VEN018,SUC007,Web,6,611000,394600
VTA004025,2026-03-26,CLI0089,PROD0043,VEN004,SUC007,Web,10,425700,357100
VTA004026,2026-04-05,CLI0079,PROD0006,VEN001,SUC002,Web,4,287400,184900
VTA004027,2025-10-15,CLI0014,PROD0001,VEN008,SUC008,Web,1,414000,248200
VTA004028,2025-01-03,CLI0089,PROD0019,VEN010,SUC007,Web,8,678500,478500
VTA004029,2025-07-04,CLI0011,PROD0016,VEN011,SUC004,Web,1,132400,109500
VTA004030,2025-09-11,CLI0095,PROD0047,VEN013,SUC001,Web,5,403300,350700
VTA004031,2025-09-03,CLI0091,PROD0014,VEN020,SUC009,Presencial,11,56700,42800
VTA004032,2025-04-21,CLI0069,PROD0043,VEN002,SUC006,Web,6,485600,362500
VTA004033,2025-05-31,CLI0024,PROD0010,VEN010,SUC004,Web,1,320900,230400
VTA004034,2026-03-09,CLI0013,PROD0049,VEN018,SUC010,Web,4,325900,252700
VTA004035,2025-10-06,CLI0036,PROD0036,VEN002,SUC007,Presencial,1,494100,315500
VTA004036,2025-03-25,CLI0082,PROD0022,VEN014,SUC008,Telefónico,10,460800,309300
VTA004037,2026-03-02,CLI0062,PROD0036,VEN002,SUC008,Presencial,2,543200,320800
VTA004038,2025-01-21,CLI0081,PROD0025,VEN018,SUC010,Presencial,4,68400,61100
VTA004039,2025-07-23,CLI0087,PROD0030,VEN005,SUC007,Presencial,1,659000,446500
VTA004040,2025-11-30,CLI0032,PROD0016,VEN019,SUC002,Presencial,6,137400,109800
VTA004041,2026-03-09,CLI0062,PROD0049,VEN003,SUC007,Presencial,4,367700,247500
VTA004042,2025-07-31,CLI0062,PROD0048,VEN012,SUC002,Presencial,2,20000,13100
VTA004043,2025-11-22,CLI0072,PROD0032,VEN003,SUC003,Presencial,9,291500,179800
VTA004044,2025-02-02,CLI0097,PROD0042,VEN010,SUC001,Web,5,361100,279500
VTA004045,2026-03-31,CLI0052,PROD0024,VEN012,SUC008,Web,6,726800,599200
VTA004046,2026-07-26,CLI0007,PROD0045,VEN016,SUC002,Web,4,129300,93800
VTA004047,2025-11-27,CLI0054,PROD0027,VEN010,SUC008,Presencial,8,102100,75300
VTA004048,2026-05-23,CLI0019,PROD0022,VEN010,SUC007,Web,7,459500,310200
VTA004049,2025-01-14,CLI0012,PROD0018,VEN014,SUC009,Presencial,12,197400,148400
VTA004050,2025-03-17,CLI0092,PROD0006,VEN004,SUC001,Web,2,289000,186000
VTA004051,2025-09-24,CLI0096,PROD0017,VEN009,SUC002,Presencial,8,227000,147300
VTA004052,2025-09-14,CLI0088,PROD0032,VEN002,SUC005,Presencial,2,325100,186400
VTA004053,2025-04-11,CLI0051,PROD0031,VEN020,SUC008,Presencial,6,286200,197800
VTA004054,2025-08-10,CLI0021,PROD0027,VEN008,SUC004,Telefónico,10,105100,75400
VTA004055,2025-03-18,CLI0077,PROD0005,VEN015,SUC007,Telefónico,6,457000,302300
VTA004056,2025-08-22,CLI0086,PROD0007,VEN005,SUC003,Web,7,613400,462100
VTA004057,2026-07-06,CLI0049,PROD0016,VEN002,SUC001,Presencial,9,138600,108900
VTA004058,2025-03-21,CLI0061,PROD0045,VEN015,SUC001,Telefónico,9,114400,91700
VTA004059,2025-03-28,CLI0052,PROD0027,VEN009,SUC009,Web,1,104600,78300
VTA004060,2026-07-11,CLI0068,PROD0014,VEN010,SUC003,Web,2,53500,44100
VTA004061,2025-05-09,CLI0061,PROD0023,VEN004,SUC009,Presencial,6,591800,410200
VTA004062,2025-05-28,CLI0030,PROD0025,VEN019,SUC003,Presencial,6,71300,59700
VTA004063,2025-12-04,CLI0088,PROD0050,VEN005,SUC007,Presencial,10,285600,210100
VTA004064,2025-06-28,CLI0083,PROD0006,VEN001,SUC010,Web,10,255100,181800
VTA004065,2026-06-02,CLI0043,PROD0007,VEN003,SUC009,Web,5,600400,452000
VTA004066,2025-11-20,CLI0084,PROD0031,VEN013,SUC004,Web,9,269800,202700
VTA004067,2026-06-17,CLI0084,PROD0045,VEN020,SUC002,Telefónico,11,121700,90600
VTA004068,2025-07-28,CLI0020,PROD0015,VEN015,SUC002,Telefónico,5,188000,109900
VTA004069,2026-05-04,CLI0099,PROD0013,VEN006,SUC008,Presencial,7,479600,400100
VTA004070,2025-03-04,CLI0079,PROD0001,VEN008,SUC009,Presencial,4,404000,247200
VTA004071,2025-06-14,CLI0065,PROD0012,VEN018,SUC010,Web,4,444500,286300
VTA004072,2025-11-05,CLI0089,PROD0030,VEN001,SUC001,Telefónico,8,605100,458600
VTA004073,2025-06-05,CLI0046,PROD0018,VEN011,SUC009,Web,5,194900,147200
VTA004074,2025-03-17,CLI0065,PROD0022,VEN001,SUC008,Web,10,510800,321300
VTA004075,2025-12-27,CLI0063,PROD0016,VEN008,SUC010,Presencial,1,140800,111800
VTA004076,2026-02-14,CLI0082,PROD0018,VEN005,SUC003,Telefónico,7,199600,148700
VTA004077,2025-05-14,CLI0016,PROD0021,VEN007,SUC002,Presencial,1,848300,658700
VTA004078,2026-07-06,CLI0050,PROD0033,VEN005,SUC004,Web,7,263600,176400
VTA004079,2025-01-19,CLI0015,PROD0040,VEN011,SUC007,Presencial,3,233800,153600
VTA004080,2026-03-29,CLI0052,PROD0049,VEN013,SUC009,Telefónico,8,358200,242900
VTA004081,2025-07-14,CLI0005,PROD0027,VEN014,SUC007,Web,6,102200,77300
VTA004082,2026-04-03,CLI0039,PROD0020,VEN016,SUC009,Web,5,553700,404300
VTA004083,2026-01-22,CLI0058,PROD0046,VEN015,SUC005,Web,10,581200,351100
VTA004084,2026-07-06,CLI0067,PROD0005,VEN010,SUC010,Presencial,8,429400,299700
